fecha,precio,año_hecho,año_renovado,metros_cuadrados,pisos,habitaciones,baños,calle,codigo_zip,estado,ciudad
12/06/2019,"$497,370",01/01/1945,2003,332,1,3,1,301 AVENUE J,75203,TX,DALLAS
28/07/2019,"$687,490",01/01/1944,2003,457,1,2,2,9301 SUNNYBROOK LN,75220,TX,DALLAS
17/07/2019,"$448,440",01/01/1943,2003,549,1,2,2,9600 ELKWOOD DR,75217,TX,DALLAS
15/07/2019,"$268,430",01/01/1943,2003,442,1,2,1,2101 52ND ST,75216,TX,DALLAS
25/07/2019,"$492,050",01/01/1942,2003,701,1,4,2,9000 HAWSER DR,75218,TX,DALLAS
13/06/2019,"$351,430",01/01/1942,2003,747,1,4,2,2403 WASHINGTON AVE,75204,TX,DALLAS
30/07/2019,"$652,870",01/01/1942,2003,613,1,4,3,1301 FOLEY ST,75223,TX,DALLAS
20/07/2019,"$523,520",01/01/1941,2003,610,1,3,2,800 WIDEMAN DR,75217,TX,DALLAS
16/07/2019,"$7,063,800",01/01/1941,2003,3133,2,5,5,7000 VILLAGE STAR LN,75217,TX,DALLAS
05/08/2019,"$670,160",01/01/1941,2003,832,2,4,2,6301 EVERGLADE CIR,75227,TX,DALLAS
19/06/2019,"$461,450",01/01/1940,2003,561,1,3,1,1100 ROCK ISLAND ST,75207,TX,DALLAS
20/06/2019,"$351,120",01/01/1938,2003,570,1,3,2,2100 SYLVAN AVE,75208,TX,DALLAS
04/07/2019,"$541,510",01/01/1938,2003,826,1,3,2,2500 MIKE ST,75212,TX,DALLAS
03/07/2019,"$591,300",01/01/1935,2003,399,2,3,1,2400 POINCIANA PL,75212,TX,DALLAS
18/07/2019,"$740,510",01/01/1929,2003,741,2,3,3,10130 ROCKMOOR CT,75229,TX,DALLAS
21/06/2019,"$725,800",01/01/1928,2003,683,1,3,2,2001 LAURAETTE DR,75208,TX,DALLAS
05/08/2019,"$536,310",01/01/1928,2003,524,1,3,1,5100 LAUREN LN,75227,TX,DALLAS
25/07/2019,"$397,040",01/01/1928,2003,515,1,3,1,800 BERKINSHIRE DR,75218,TX,DALLAS
30/07/2019,"$353,930",01/01/1927,2003,521,1,4,1,6801 HAMMOND AVE,75223,TX,DALLAS
04/07/2019,"$282,360",01/01/1919,2003,631,1,2,1,6400 LONTOS DR,75214,TX,DALLAS
10/07/2019,"$337,900",01/01/1919,2003,405,1,3,2,2500 VESPER ST,75215,TX,DALLAS
20/06/2019,"$315,800",01/01/1917,2003,332,1,2,1,300 HARBIN ST,75208,TX,DALLAS
22/07/2019,"$721,940",01/01/1991,2002,844,2,4,3,10300 TRAIL AVE,75217,TX,DALLAS
31/07/2019,"$281,850",01/01/1991,2002,530,1,3,2,2300 GIBBS WILLIAMS CIR,75224,TX,DALLAS
01/08/2019,"$665,590",01/01/1991,2002,850,2,3,3,8383 PRESTON CENTER PLZ,75225,TX,DALLAS
28/06/2019,"$1,327,040",01/01/1990,2002,1100,1,4,3,400 PALMER DR,75211,TX,DALLAS
22/07/2019,"$328,330",01/01/1990,2002,817,2,4,3,100 MURDOCK RD,75217,TX,DALLAS
14/07/2019,"$745,820",01/01/1990,2002,872,2,4,3,3101 NEBRASKA AVE,75216,TX,DALLAS
07/07/2019,"$582,250",01/01/1990,2002,741,2,4,3,6100 GLENNOX LN,75214,TX,DALLAS
25/07/2019,"$871,460",01/01/1990,2002,1186,2,4,3,10400 ESTA BUENA DR,75218,TX,DALLAS
28/07/2019,"$602,740",01/01/1990,2002,759,2,3,3,9900 HARWICH DR,75220,TX,DALLAS
24/07/2019,"$430,480",01/01/1990,2002,881,2,4,3,100 BON AIRE DR,75218,TX,DALLAS
24/07/2019,"$720,620",01/01/1990,2002,774,2,4,3,10800 CARISSA DR,75218,TX,DALLAS
24/06/2019,"$693,070",01/01/1990,2002,1582,2,4,3,2801 DAIRY MILK LN,75229,TX,DALLAS
04/07/2019,"$505,310",01/01/1990,2002,823,2,3,2,2900 AUDLES LN,75212,TX,DALLAS
04/07/2019,"$642,440",01/01/1990,2002,853,1,3,3,3801 PIPESTONE RD,75212,TX,DALLAS
07/07/2019,"$665,380",01/01/1990,2002,853,2,4,3,4200 BRIAR CREEK LN,75214,TX,DALLAS
03/07/2019,"$666,810",01/01/1989,2002,716,2,3,3,4100 MART ST,75212,TX,DALLAS
07/08/2019,"$553,120",01/01/1989,2002,722,1,4,3,10300 WHITINGHAM DR,75227,TX,DALLAS
07/08/2019,"$484,490",01/01/1989,2002,497,2,3,2,2700 SUMMIT OAK CIR,75227,TX,DALLAS
10/07/2019,"$500,140",01/01/1989,2002,838,2,3,3,5000 MARNE ST,75215,TX,DALLAS
13/08/2019,"$600,760",01/01/1989,2002,802,1,3,2,9001 FRINGEWOOD DR,75228,TX,DALLAS
06/08/2019,"$277,040",01/01/1989,2002,640,2,4,3,7200 PLATAS ST,75227,TX,DALLAS
21/06/2019,"$276,030",01/01/1989,2002,497,2,3,3,1200 WINDOMERE AVE,75208,TX,DALLAS
14/08/2019,"$488,660",01/01/1988,2002,1146,2,4,3,4100 DALLAS ATHLETIC CLUB DR,75228,TX,DALLAS
12/06/2019,"$620,390",01/01/1988,2002,652,2,3,3,5801 LARAILLA ST,75203,TX,DALLAS
25/07/2019,"$951,350",01/01/1988,2002,1085,2,4,3,9600 ATHLONE DR,75218,TX,DALLAS
23/07/2019,"$623,190",01/01/1988,2002,634,2,4,3,1601 PALM BEACH AVE,75217,TX,DALLAS
20/06/2019,"$1,085,550",01/01/1988,2002,1170,1,4,3,2500 REPUBLIC ST,75208,TX,DALLAS
16/07/2019,"$1,011,900",01/01/1988,2002,1170,2,4,3,7100 CLEARPOINT DR,75217,TX,DALLAS
14/06/2019,"$1,702,760",01/01/1988,2002,1658,2,5,5,4301 HYER ST,75205,TX,DALLAS
28/07/2019,"$550,120",01/01/1987,2002,631,2,3,3,2626 REAGAN ST,75219,TX,DALLAS
26/06/2019,"$1,066,020",01/01/1987,2002,594,2,2,2,3221 ELIHU ST,75210,TX,DALLAS
25/07/2019,"$282,430",01/01/1987,2002,466,1,3,2,10700 HERMOSA DR,75218,TX,DALLAS
17/07/2019,"$301,920",01/01/1987,2002,619,2,3,3,10100 EKUKPE DR,75217,TX,DALLAS
14/06/2019,"$851,700",01/01/1986,2002,1122,2,3,3,7300 UNINCHIT ST,75204,TX,DALLAS
27/06/2019,"$345,480",01/01/1986,2002,652,2,4,3,2900 BAY OAKS DR,75229,TX,DALLAS
12/06/2019,"$228,330",01/01/1986,2002,527,1,3,2,3100 NEWMAN AVE,75204,TX,DALLAS
12/08/2019,"$544,820",01/01/1986,2002,698,2,3,3,10301 LAVANO LN,75228,TX,DALLAS
11/06/2019,"$765,230",01/01/1986,2002,1234,2,4,3,1501 COMPTON ST,75203,TX,DALLAS
07/07/2019,"$678,230",01/01/1986,2002,844,2,3,2,4500 SAINT LANDRY DR,75214,TX,DALLAS
07/07/2019,"$316,740",01/01/1986,2002,686,1,3,2,6600 BLESSING CIR,75214,TX,DALLAS
12/06/2019,"$230,620",01/01/1986,2002,628,2,3,3,1701 STELLA AVE,75203,TX,DALLAS
05/07/2019,"$539,300",01/01/1986,2002,695,2,5,3,4527 CHAPEL HILL RD,75214,TX,DALLAS
19/06/2019,"$1,121,170",01/01/1986,2002,1390,2,4,2,701 SPORTS ST,75207,TX,DALLAS
13/08/2019,"$647,760",01/01/1985,2002,927,2,4,3,2100 AUTUMN SAGE PL,75228,TX,DALLAS
04/07/2019,"$401,330",01/01/1985,2002,421,1,4,3,2900 BEEVILLE ST,75212,TX,DALLAS
07/08/2019,"$412,890",01/01/1981,2002,780,2,4,2,9801 JENNIE LEE LN,75227,TX,DALLAS
04/07/2019,"$266,560",01/01/1981,2002,558,1,4,2,3300 CORONET BLVD,75212,TX,DALLAS
07/07/2019,"$320,270",01/01/1981,2002,994,1,5,3,3801 BRANCHFIELD DR,75214,TX,DALLAS
18/07/2019,"$616,970",01/01/1980,2002,792,1,3,2,9600 PARAMOUNT AVE,75217,TX,DALLAS
24/07/2019,"$386,570",01/01/1980,2002,765,1,3,2,12101 SELF PLAZA DR,75218,TX,DALLAS
08/08/2019,"$1,044,500",01/01/1980,2002,1295,2,4,5,11501 LOCHLYNN CIR,75228,TX,DALLAS
14/06/2019,"$545,740",01/01/1980,2002,780,2,4,3,3600 EDGAR PL,75204,TX,DALLAS
09/07/2019,"$340,490",01/01/1980,2002,692,2,3,2,2528 MERLIN ST,75215,TX,DALLAS
14/08/2019,"$270,510",01/01/1979,2002,582,1,4,3,7301 SWINFORD RD,75228,TX,DALLAS
18/06/2019,"$450,290",01/01/1979,2002,796,1,3,2,5718 PENROSE AVE,75206,TX,DALLAS
18/07/2019,"$698,600",01/01/1979,2002,1131,2,4,3,10200 ELAM RD,75217,TX,DALLAS
18/07/2019,"$210,910",01/01/1978,2002,475,1,2,2,10800 LEOTA DR,75217,TX,DALLAS
09/07/2019,"$648,920",01/01/1978,2002,835,1,4,2,3100 LATIMER ST,75215,TX,DALLAS
15/07/2019,"$353,260",01/01/1978,2002,469,2,2,1,700 FIVE MILE PKWY,75216,TX,DALLAS
21/06/2019,"$307,780",01/01/1977,2002,646,1,3,2,1800 STEVENS FOREST DR,75208,TX,DALLAS
15/07/2019,"$337,700",01/01/1977,2002,789,1,3,2,400 CALYX CIR,75216,TX,DALLAS
29/07/2019,"$370,540",01/01/1977,2002,524,1,3,1,9701 PORTER AVE,75220,TX,DALLAS
29/07/2019,"$764,280",01/01/1977,2002,872,1,4,3,3434 NOGALES DR,75220,TX,DALLAS
30/07/2019,"$1,700,800",01/01/1977,2002,1801,2,5,4,1201 MCKENZIE ST,75223,TX,DALLAS
18/07/2019,"$206,400",01/01/1977,2002,442,1,3,1,1100 RAIN FOREST CT,75217,TX,DALLAS
22/07/2019,"$272,520",01/01/1976,2002,515,1,2,2,9500 RYLIE CREST DR,75217,TX,DALLAS
02/07/2019,"$416,400",01/01/1967,2002,668,1,3,2,6000 PLATA WAY,75211,TX,DALLAS
06/08/2019,"$428,380",01/01/1967,2002,442,1,3,2,3801 ENOLA GAY AVE,75227,TX,DALLAS
26/06/2019,"$669,980",01/01/1966,2002,786,1,4,3,1043.5 JUSTIN AVE,75211,TX,DALLAS
31/07/2019,"$566,180",01/01/1966,2002,698,1,4,2,101 PELMAN ST,75224,TX,DALLAS
22/07/2019,"$825,950",01/01/1965,2002,1173,2,7,4,105 TREGO CT,75217,TX,DALLAS
24/06/2019,"$363,110",01/01/1963,2002,448,1,3,1,8800 LAKEMONT DR,75209,TX,DALLAS
23/07/2019,"$311,020",01/01/1963,2002,841,1,4,3,9700 WOODWAY DR,75217,TX,DALLAS
15/07/2019,"$682,120",01/01/1963,2002,561,1,3,2,6800 HIGHSPIRE DR,75217,TX,DALLAS
24/07/2019,"$241,710",01/01/1963,2002,597,1,4,2,11500 STRAND ST,75218,TX,DALLAS
18/06/2019,"$581,620",01/01/1962,2002,744,1,5,2,5200 LONGVIEW ST,75206,TX,DALLAS
27/06/2019,"$912,180",01/01/1962,2002,1094,2,4,3,3500 MOUNT ROYAL ST,75211,TX,DALLAS
17/06/2019,"$850,750",01/01/1962,2002,735,1,4,2,4301 EDMONDSON AVE,75205,TX,DALLAS
14/08/2019,"$253,270",01/01/1962,2002,354,1,3,1,2501 PINEBLUFF DR,75228,TX,DALLAS
31/07/2019,"$371,680",01/01/1962,2002,777,1,3,2,1 ABBOTSFORD CT,75225,TX,DALLAS
10/07/2019,"$395,460",01/01/1962,2002,497,1,3,2,4901 WANDA ST,75215,TX,DALLAS
21/07/2019,"$379,370",01/01/1961,2002,917,1,5,3,429 FORSYTHE DR,75217,TX,DALLAS
23/07/2019,"$554,610",01/01/1961,2002,600,1,5,2,927 LOCAL VISTA DR,75217,TX,DALLAS
10/06/2019,"$542,830",01/01/1961,2002,893,1,5,3,1801 LAWS ST,75202,TX,DALLAS
10/06/2019,"$757,310",01/01/1961,2002,668,1,4,3,2100 AYLESPORT DR,75201,TX,DALLAS
14/08/2019,"$397,490",01/01/1960,2002,677,1,4,3,10911 DENNIS RD,75229,TX,DALLAS
10/07/2019,"$240,940",01/01/1960,2002,369,1,3,1,2801 PEARY AVE,75215,TX,DALLAS
14/08/2019,"$286,030",01/01/1960,2002,497,1,3,2,12600 LYNDON B JOHNSON FWY,75228,TX,DALLAS
04/07/2019,"$174,420",01/01/1960,2002,466,2,4,1,10400 CRESTOVER DR,75229,TX,DALLAS
21/07/2019,"$184,320",01/01/1960,2002,399,1,3,2,7200 HADLEY DR,75217,TX,DALLAS
26/06/2019,"$375,260",01/01/1960,2002,634,1,3,2,3628 PINE ST,75210,TX,DALLAS
12/08/2019,"$375,860",01/01/1960,2002,515,2,4,2,2101 WINTHROP DR,75228,TX,DALLAS
28/07/2019,"$715,600",01/01/1960,2002,826,1,4,3,9700 AUDUBON PL,75220,TX,DALLAS
19/06/2019,"$562,420",01/01/1959,2002,588,1,3,2,1501 DRAGON ST,75207,TX,DALLAS
08/08/2019,"$370,230",01/01/1959,2002,332,1,2,1,11201 DUMBARTON DR,75228,TX,DALLAS
22/07/2019,"$313,260",01/01/1959,2002,594,2,4,2,300 CAMPUS DR,75217,TX,DALLAS
12/06/2019,"$405,690",01/01/1959,2002,567,1,3,2,3500 ARROWHEAD DR,75204,TX,DALLAS
17/07/2019,"$672,540",01/01/1959,2002,646,1,3,3,2000 LEROY RD,75217,TX,DALLAS
12/06/2019,"$315,080",01/01/1959,2002,631,1,3,2,3811 KIEST BLVD,75203,TX,DALLAS
31/07/2019,"$462,120",01/01/1959,2002,820,1,4,3,2801 EISENHOWER DR,75224,TX,DALLAS
26/06/2019,"$271,280",01/01/1958,2002,463,1,3,2,4901 WELLINGTON ST,75210,TX,DALLAS
21/07/2019,"$336,380",01/01/1958,2002,674,1,3,2,7400 RIDGEWICK DR,75217,TX,DALLAS
09/07/2019,"$1,027,200",01/01/1958,2002,841,1,3,2,2426 MEYERS ST,75215,TX,DALLAS
15/08/2019,"$659,000",01/01/1958,2002,759,1,3,2,3800 GOODFELLOW DR,75229,TX,DALLAS
13/06/2019,"$232,170",01/01/1958,2002,485,1,3,1,4901 HORNSBY PL,75204,TX,DALLAS
20/06/2019,"$353,080",01/01/1958,2002,479,1,3,1,1901 KESSLER HEIGHTS LN,75208,TX,DALLAS
21/07/2019,"$279,800",01/01/1958,2002,357,1,3,1,500 ELWAYNE AVE,75217,TX,DALLAS
20/07/2019,"$417,820",01/01/1957,2002,415,1,3,1,7200 BARRETT DR,75217,TX,DALLAS
21/06/2019,"$443,060",01/01/1957,2002,701,1,3,2,11100 ABLES LN,75229,TX,DALLAS
19/06/2019,"$364,680",01/01/1957,2002,643,1,4,2,2500 MARKET CENTER BLVD,75207,TX,DALLAS
31/07/2019,"$293,240",01/01/1957,2002,500,1,3,2,12510 RENOIR LN,75230,TX,DALLAS
01/08/2019,"$261,690",01/01/1956,2002,579,1,3,2,7233 LANE PARK DR,75225,TX,DALLAS
26/07/2019,"$420,830",01/01/1956,2002,506,1,4,2,1200 WATERSIDE CIR,75218,TX,DALLAS
05/08/2019,"$1,310,150",01/01/1956,2002,835,1,4,3,4900 HAZELHURST LN,75227,TX,DALLAS
29/07/2019,"$443,110",01/01/1956,2002,658,1,3,2,2801 NAGLE ST,75220,TX,DALLAS
10/06/2019,"$212,960",01/01/1955,2002,677,1,5,2,701 CLIFF ST,75203,TX,DALLAS
29/07/2019,$570,01/01/1955,2002,457,1,3,3,10000 SURREY OAKS DR,75229,TX,DALLAS
20/06/2019,"$251,280",01/01/1955,2002,436,1,3,1,1800 WOOD LEDGE PL,75208,TX,DALLAS
10/07/2019,"$427,580",01/01/1955,2002,762,2,4,3,4300 ELECTRA ST,75215,TX,DALLAS
29/07/2019,"$212,500",01/01/1955,2002,344,1,2,1,9401 LAKEFIELD BLVD,75220,TX,DALLAS
13/08/2019,"$568,300",01/01/1954,2002,887,1,4,2,1500 GAILBROOK LN,75228,TX,DALLAS
12/06/2019,"$102,600",01/01/1954,2002,329,1,2,1,2421 HUGO ST,75204,TX,DALLAS
14/08/2019,"$395,280",01/01/1943,2002,320,1,2,1,8001 EMERALD ROCK DR,75228,TX,DALLAS
21/07/2019,"$221,540",01/01/1943,2002,451,1,3,2,100 MURDEAUX LN,75217,TX,DALLAS
28/07/2019,"$402,760",01/01/1941,2002,539,1,3,2,3501 KALTERRA CT,75219,TX,DALLAS
11/06/2019,"$316,980",01/01/1940,2002,524,1,3,1,201 LANDIS ST,75203,TX,DALLAS
02/07/2019,"$677,180",01/01/1940,2002,826,2,3,3,4501 BRIARGLEN CIR,75211,TX,DALLAS
07/07/2019,"$636,500",01/01/1939,2002,625,1,3,3,6500 PRINCE ST,75214,TX,DALLAS
08/07/2019,"$282,520",01/01/1938,2002,475,1,2,2,6900 WILDGROVE AVE,75214,TX,DALLAS
03/07/2019,"$700,400",01/01/1928,2002,747,2,2,2,4000 FINIS LN,75212,TX,DALLAS
05/08/2019,"$257,210",01/01/1922,2002,424,1,2,1,7000 TURFWAY DR,75227,TX,DALLAS
05/08/2019,"$441,710",01/01/1921,2002,427,1,2,2,8311 EASTPOINT DR,75227,TX,DALLAS
09/07/2019,"$176,050",01/01/1921,2002,259,1,2,1,1800 MILLERS FERRY ROW,75215,TX,DALLAS
25/06/2019,"$701,400",01/01/1920,2002,533,2,4,1,5300 LAUREL BRANCH DR,75209,TX,DALLAS
16/07/2019,"$527,930",01/01/1920,2002,555,1,2,2,1300 TEMPLECLIFF DR,75217,TX,DALLAS
04/07/2019,"$309,470",01/01/1919,2002,308,1,2,1,10553 MARQUIS LN,75229,TX,DALLAS
21/07/2019,"$828,160",01/01/1919,2002,649,2,4,2,500 OLD SOUTH PKWY,75217,TX,DALLAS
13/06/2019,"$933,130",01/01/1914,2002,835,2,3,3,4900 KILROY DR,75204,TX,DALLAS
22/07/2019,"$810,820",01/01/1991,2001,844,2,3,3,9600 CUSHING DR,75217,TX,DALLAS
02/07/2019,"$501,550",01/01/1991,2001,576,2,3,2,4500 WESTERN OAKS DR,75211,TX,DALLAS
08/07/2019,"$435,120",01/01/1991,2001,719,1,3,2,6400 GLENROSE CT,75214,TX,DALLAS
10/06/2019,"$562,040",01/01/1990,2001,616,2,3,3,2203 COUNTRY MARKET LN,75201,TX,DALLAS
07/07/2019,"$307,770",01/01/1990,2001,411,2,2,2,6400 PATRICK DR,75214,TX,DALLAS
14/07/2019,"$386,200",01/01/1990,2001,427,1,3,2,2801 FRIO DR,75216,TX,DALLAS
24/06/2019,"$812,400",01/01/1990,2001,1109,2,4,3,8400 CATAWBA RD,75209,TX,DALLAS
08/07/2019,"$656,670",01/01/1990,2001,905,2,4,3,2000 MODERN PL,75214,TX,DALLAS
17/06/2019,"$413,480",01/01/1990,2001,744,2,3,2,2801 DYER ST,75205,TX,DALLAS
02/07/2019,"$276,380",01/01/1990,2001,558,1,3,2,2500 WOOD VALLEY DR,75211,TX,DALLAS
29/07/2019,"$291,760",01/01/1989,2001,625,2,3,3,4016 WELLINGSHIRE LN,75220,TX,DALLAS
04/07/2019,"$531,770",01/01/1989,2001,622,2,3,3,6400 FISHER RD,75214,TX,DALLAS
14/07/2019,"$287,400",01/01/1989,2001,549,2,3,2,2901 BARDWELL AVE,75216,TX,DALLAS
17/07/2019,"$531,860",01/01/1989,2001,668,2,3,3,10800 EASTHAM DR,75217,TX,DALLAS
26/06/2019,"$369,620",01/01/1989,2001,719,2,3,3,3910 POLLY ST,75210,TX,DALLAS
13/06/2019,"$277,250",01/01/1989,2001,616,2,3,2,3800 VALLEY LAWN PL,75229,TX,DALLAS
15/07/2019,"$814,390",01/01/1989,2001,1195,1,4,3,3100 CHAPEL DOWNS DR,75229,TX,DALLAS
11/06/2019,"$606,680",01/01/1989,2001,671,2,4,3,2301 11TH ST,75203,TX,DALLAS
31/07/2019,"$911,860",01/01/1989,2001,1274,2,4,4,2601 GARAPAN DR,75224,TX,DALLAS
16/07/2019,"$573,710",01/01/1989,2001,811,2,3,3,7300 BURNET CT,75217,TX,DALLAS
31/07/2019,"$531,590",01/01/1988,2001,777,3,3,2,301 NIMITZ DR,75224,TX,DALLAS
13/08/2019,"$580,970",01/01/1988,2001,631,1,3,2,2701 TODVILLE PL,75228,TX,DALLAS
21/07/2019,"$353,930",01/01/1988,2001,607,2,4,2,7500 HAZEL RD,75217,TX,DALLAS
21/07/2019,"$531,910",01/01/1988,2001,671,2,4,3,6801 HODDE ST,75217,TX,DALLAS
13/06/2019,"$350,700",01/01/1988,2001,506,1,3,2,4800 CHAMBERS ST,75204,TX,DALLAS
27/07/2019,"$877,500",01/01/1988,2001,1152,2,4,4,7900 GLADE CREEK CT,75218,TX,DALLAS
08/07/2019,"$601,960",01/01/1988,2001,872,2,4,3,1901 LA CROIX PL,75214,TX,DALLAS
21/07/2019,"$567,000",01/01/1987,2001,695,2,4,2,900 PINDAR AVE,75217,TX,DALLAS
14/06/2019,"$403,990",01/01/1987,2001,835,2,4,3,1600 JENSEN CT,75204,TX,DALLAS
23/06/2019,"$353,580",01/01/1987,2001,503,1,3,2,2300 WADDY AVE,75208,TX,DALLAS
06/08/2019,"$300,870",01/01/1987,2001,655,1,3,3,3000 ETTA DR,75227,TX,DALLAS
12/06/2019,"$535,190",01/01/1987,2001,890,2,3,2,2801 MCGOWAN ST,75203,TX,DALLAS
28/06/2019,"$258,600",01/01/1987,2001,536,1,3,2,3757 FALLS BLUFF DR,75211,TX,DALLAS
04/07/2019,"$408,360",01/01/1987,2001,415,1,3,2,3000 CONKLIN ST,75212,TX,DALLAS
07/06/2019,"$238,030",01/01/1987,2001,741,2,4,3,2900 LATHAM DR,75229,TX,DALLAS
07/06/2019,"$261,370",01/01/1987,2001,472,1,3,2,2100 MCKINNEY AVE,75201,TX,DALLAS
06/08/2019,"$674,590",01/01/1986,2001,625,2,4,3,1 COVENTRY CT,75230,TX,DALLAS
28/07/2019,"$727,350",01/01/1986,2001,1064,2,4,3,10701 COMPOSITE DR,75220,TX,DALLAS
01/08/2019,"$678,570",01/01/1986,2001,817,2,4,3,12501 MATISSE LN,75230,TX,DALLAS
10/07/2019,"$750,850",01/01/1986,2001,853,2,3,3,5401 HODGE ST,75215,TX,DALLAS
22/07/2019,"$258,220",01/01/1986,2001,552,1,3,2,329 OLD MILL LN,75217,TX,DALLAS
08/07/2019,"$770,320",01/01/1985,2001,777,2,3,3,6001 REIGER AVE,75214,TX,DALLAS
28/07/2019,"$662,850",01/01/1985,2001,634,3,3,3,9900 STRAIT LN,75220,TX,DALLAS
28/06/2019,"$445,820",01/01/1985,2001,539,1,3,2,2700 CATHERINE ST,75211,TX,DALLAS
10/06/2019,"$411,240",01/01/1981,2001,573,1,3,2,5001 DORIERED ST,75201,TX,DALLAS
04/07/2019,"$267,620",01/01/1981,2001,622,1,4,2,3001 CLYMER ST,75212,TX,DALLAS
16/07/2019,"$537,570",01/01/1981,2001,808,2,5,2,1700 DORFSPRING ST,75217,TX,DALLAS
03/07/2019,"$125,610",01/01/1981,2001,445,1,3,1,3701 CRANE ST,75212,TX,DALLAS
07/06/2019,"$336,820",01/01/1980,2001,555,1,3,2,2100 FLORA ST,75201,TX,DALLAS
14/08/2019,"$625,750",01/01/1979,2001,988,1,3,2,2100 CINDY LN,75229,TX,DALLAS
13/08/2019,"$903,450",01/01/1979,2001,1027,2,3,3,1601 MARIPOSA DR,75228,TX,DALLAS
13/08/2019,"$1,118,250",01/01/1979,2001,1030,1,4,3,8930 BELROSE PL,75228,TX,DALLAS
21/06/2019,"$205,460",01/01/1979,2001,588,1,5,2,600 STRONG ST,75208,TX,DALLAS
14/07/2019,"$348,660",01/01/1978,2001,411,1,3,2,7900 SAIPAN ST,75216,TX,DALLAS
25/07/2019,"$832,630",01/01/1977,2001,878,2,5,2,1119 BALLY MOTE DR,75218,TX,DALLAS
21/07/2019,"$1,713,710",01/01/1977,2001,954,3,3,3,6300 BELLBROOK DR,75217,TX,DALLAS
26/06/2019,"$321,780",01/01/1977,2001,643,1,4,2,4300 DFW TPKE,75211,TX,DALLAS
06/08/2019,"$3,800,840",01/01/1977,2001,2198,1,5,6,3900 WARRINGTON DR,75227,TX,DALLAS
28/07/2019,"$480,480",01/01/1977,2001,713,2,3,2,3600 BELVEDERE CT,75219,TX,DALLAS
24/06/2019,"$298,530",01/01/1977,2001,704,1,3,3,4501 POMONA RD,75209,TX,DALLAS
06/07/2019,"$662,770",01/01/1976,2001,924,2,4,2,7100 CIRCLE DR,75214,TX,DALLAS
07/07/2019,"$251,570",01/01/1976,2001,631,1,4,2,6100 SARATOGA CIR,75214,TX,DALLAS
07/07/2019,"$492,310",01/01/1976,2001,896,1,3,2,6800 REDSTART LN,75214,TX,DALLAS
05/08/2019,"$767,490",01/01/1967,2001,942,1,5,3,6900 ALLVIEW LN,75227,TX,DALLAS
13/08/2019,"$370,150",01/01/1966,2001,658,1,4,2,9401 CREEL CREEK CIR,75228,TX,DALLAS
07/08/2019,"$170,690",01/01/1965,2001,378,2,2,1,1 BRAEMORE PL,75230,TX,DALLAS
25/07/2019,"$684,960",01/01/1964,2001,1049,1,5,3,900 RUSTIC CIR,75218,TX,DALLAS
03/07/2019,"$279,310",01/01/1964,2001,463,1,4,1,2300 CHINKAPIN WAY,75212,TX,DALLAS
25/06/2019,"$293,420",01/01/1963,2001,527,1,3,2,2300 GLENDA LN,75229,TX,DALLAS
17/06/2019,"$644,180",01/01/1963,2001,826,1,4,3,4201 GLENAIRE DR,75229,TX,DALLAS
04/07/2019,"$460,160",01/01/1960,2001,1015,1,5,3,2000 POSTAL WAY,75212,TX,DALLAS
28/07/2019,"$353,320",01/01/1960,2001,552,2,3,2,4100 MAISON RDG,75219,TX,DALLAS
29/07/2019,"$362,690",01/01/1959,2001,485,1,3,2,9900 JAMESON DR,75220,TX,DALLAS
06/08/2019,"$617,130",01/01/1959,2001,564,1,4,2,8100 ELAINE DR,75227,TX,DALLAS
04/07/2019,"$268,180",01/01/1959,2001,524,1,3,2,2601 CAROLWOOD LN,75212,TX,DALLAS
10/07/2019,"$272,600",01/01/1958,2001,616,1,3,2,2301 KEELER ST,75215,TX,DALLAS
14/08/2019,"$1,250,910",01/01/1957,2001,954,1,4,3,5800 CANTERVIEW CIR,75228,TX,DALLAS
17/07/2019,"$225,610",01/01/1957,2001,326,1,2,1,10300 SPRINGHAVEN DR,75217,TX,DALLAS
17/07/2019,"$466,350",01/01/1955,2001,613,2,5,2,9400 LIMESTONE DR,75217,TX,DALLAS
31/07/2019,"$415,730",01/01/1955,2001,381,1,3,1,1101 EDWARDS CIR,75224,TX,DALLAS
25/06/2019,"$675,410",01/01/1954,2001,875,1,4,3,5401 GREENBRIER DR,75209,TX,DALLAS
02/07/2019,"$969,360",01/01/1953,2001,1061,2,3,4,4500 BRIDGEWATER LN,75211,TX,DALLAS
04/07/2019,"$460,280",01/01/1953,2001,826,1,3,2,6400 RIDGEMONT DR,75214,TX,DALLAS
21/06/2019,"$327,100",01/01/1953,2001,418,1,3,1,11200 LEACHMAN CIR,75229,TX,DALLAS
07/08/2019,"$661,630",01/01/1952,2001,674,1,4,2,2500 FONVILLE DR,75227,TX,DALLAS
25/06/2019,"$486,670",01/01/1951,2001,515,1,2,2,6800 MABEL AVE,75209,TX,DALLAS
30/07/2019,"$268,070",01/01/1951,2001,369,1,3,2,619 HILL AVE,75223,TX,DALLAS
18/06/2019,"$576,660",01/01/1950,2001,552,1,3,2,6550 SHADY BROOK LN,75206,TX,DALLAS
07/06/2019,"$790,100",01/01/1949,2001,832,1,3,3,2701 FLYNN ST,75201,TX,DALLAS
28/06/2019,"$531,730",01/01/1949,2001,625,1,4,2,2700 ASTER ST,75211,TX,DALLAS
