fecha,precio,año_hecho,año_renovado,metros_cuadrados,pisos,habitaciones,baños,calle,codigo_zip,estado,ciudad
24/06/2019,"$260,070",01/01/1982,2016,762,1,4,2,2400 WALNUT RIDGE ST,75229,TX,DALLAS
18/07/2019,"$456,280",01/01/1982,2016,866,2,4,2,10400 BIG THICKET DR,75217,TX,DALLAS
31/07/2019,"$237,820",01/01/1982,2016,814,1,5,3,9200 DARTWOOD LN,75225,TX,DALLAS
14/08/2019,"$231,000",01/01/1980,2016,680,1,4,2,4800 SIMCOE ST,75228,TX,DALLAS
31/07/2019,"$1,410,820",01/01/1980,2016,1018,2,4,2,6926 STEFANI DR,75225,TX,DALLAS
16/07/2019,"$740,220",01/01/1980,2016,792,2,4,3,7800 MATTISON ST,75217,TX,DALLAS
28/06/2019,"$275,830",01/01/1980,2016,640,2,4,2,400 SUNNYSIDE AVE,75211,TX,DALLAS
27/06/2019,"$355,420",01/01/1980,2016,399,2,2,1,200 KITTIWAKE CIR,75211,TX,DALLAS
24/07/2019,"$390,780",01/01/1979,2016,503,1,3,2,11600 TUSCANY WAY,75218,TX,DALLAS
11/07/2019,"$1,152,800",01/01/1977,2016,716,1,3,2,2400 51ST ST,75216,TX,DALLAS
07/06/2019,"$678,110",01/01/1977,2016,920,2,5,3,2901 MAGNOLIA HILL CT,75201,TX,DALLAS
25/07/2019,"$281,880",01/01/1977,2016,735,1,4,2,9821 COUNTY CORK DR,75218,TX,DALLAS
20/06/2019,"$225,820",01/01/1977,2016,448,1,3,2,1600 SEALE ST,75208,TX,DALLAS
07/06/2019,"$552,190",01/01/1977,2016,945,2,3,2,515 ERVAY ST,75201,TX,DALLAS
21/07/2019,"$457,280",01/01/1973,2016,421,2,2,2,444 OAK HOLLOW DR,75217,TX,DALLAS
10/06/2019,"$2,202,450",01/01/1972,2016,363,1,4,2,2900 TALISMAN DR,75229,TX,DALLAS
07/08/2019,"$1,078,030",01/01/1972,2016,1036,1,3,3,2900 VICTORIAN FOREST DR,75227,TX,DALLAS
28/07/2019,"$335,730",01/01/1972,2016,418,2,4,2,2612 THE MALL,75219,TX,DALLAS
27/06/2019,"$182,460",01/01/1969,2016,335,1,3,1,2540 BAHAMA DR,75211,TX,DALLAS
13/08/2019,"$544,470",01/01/1969,2016,384,1,3,2,9401 DIXIE LN,75228,TX,DALLAS
30/07/2019,"$907,040",01/01/1968,2016,972,1,5,4,1011.5 CAMERON AVE,75223,TX,DALLAS
31/07/2019,"$217,920",01/01/1968,2016,354,1,3,2,12201 MONTEGO PLZ,75230,TX,DALLAS
07/07/2019,"$327,510",01/01/1968,2016,436,1,3,2,6701 ALEXANDER DR,75214,TX,DALLAS
19/06/2019,"$543,510",01/01/1965,2016,701,1,3,3,1201 MEDICAL DISTRICT DR,75207,TX,DALLAS
23/07/2019,"$417,890",01/01/1951,2016,460,1,3,2,900 GAUSE LN,75217,TX,DALLAS
12/08/2019,"$871,620",01/01/1921,2016,969,2,4,3,11001 MILHOF DR,75228,TX,DALLAS
03/07/2019,"$599,860",01/01/1919,2016,634,1,4,3,4000 RANGER DR,75212,TX,DALLAS
10/07/2019,"$876,330",01/01/1907,2016,963,2,5,3,2201 LAWRENCE ST,75215,TX,DALLAS
14/07/2019,"$436,800",01/01/1904,2016,274,1,2,1,2001 SKYLARK DR,75216,TX,DALLAS
08/07/2019,"$442,400",01/01/1904,2016,430,1,2,1,2700 LAWTHERWOOD CT,75214,TX,DALLAS
03/07/2019,"$842,790",01/01/1904,2016,988,2,4,3,4201 BERNAL DR,75212,TX,DALLAS
27/06/2019,"$476,090",01/01/1984,2015,622,1,3,2,5200 PRESTON HAVEN DR,75229,TX,DALLAS
14/06/2019,"$783,880",01/01/1982,2015,896,2,4,3,1100 MORELAND AVE,75204,TX,DALLAS
18/07/2019,"$253,640",01/01/1982,2015,634,1,4,3,800 WOODROCK DR,75217,TX,DALLAS
12/08/2019,"$527,350",01/01/1982,2015,960,1,6,4,11000 PEPPERIDGE CIR,75228,TX,DALLAS
14/07/2019,"$607,580",01/01/1981,2015,875,2,3,3,4701 NOME ST,75216,TX,DALLAS
02/07/2019,"$399,770",01/01/1981,2015,902,2,4,3,500 BOTANY BAY DR,75211,TX,DALLAS
21/07/2019,"$310,400",01/01/1981,2015,369,1,3,2,6201 JEANE ST,75217,TX,DALLAS
07/06/2019,"$401,830",01/01/1981,2015,1180,2,4,3,2300 LEONARD ST,75201,TX,DALLAS
31/07/2019,"$222,850",01/01/1981,2015,552,2,3,2,3800 MORNING DEW CIR,75224,TX,DALLAS
15/07/2019,"$226,090",01/01/1981,2015,567,1,3,2,4101 CALDER ST,75216,TX,DALLAS
02/07/2019,"$589,610",01/01/1981,2015,756,2,3,2,1621 WESTERN PARK CT,75211,TX,DALLAS
26/06/2019,"$196,850",01/01/1980,2015,466,1,3,2,3220 AL LIPSCOMB WAY,75210,TX,DALLAS
30/07/2019,"$303,330",01/01/1980,2015,357,1,3,1,1601 SHELMIRE DR,75224,TX,DALLAS
13/06/2019,"$425,670",01/01/1980,2015,521,1,3,2,2200 APOLLONIA LN,75204,TX,DALLAS
04/07/2019,"$318,410",01/01/1980,2015,344,1,3,2,6501 ARBORIST LN,75214,TX,DALLAS
30/06/2019,"$677,050",01/01/1980,2015,939,1,3,3,1800 DRYDEN DR,75211,TX,DALLAS
19/06/2019,"$1,403,160",01/01/1980,2015,850,2,3,3,5101 RED HICKORY LN,75206,TX,DALLAS
20/06/2019,"$254,440",01/01/1980,2015,527,1,3,2,901 BASSETT PL,75208,TX,DALLAS
10/07/2019,"$373,470",01/01/1979,2015,381,1,3,2,2200 DYSON ST,75215,TX,DALLAS
23/07/2019,"$458,470",01/01/1979,2015,408,1,3,2,9401 SAINT ROSALIE DR,75217,TX,DALLAS
14/08/2019,"$472,430",01/01/1979,2015,783,2,4,2,7300 RENA RD,75228,TX,DALLAS
25/07/2019,"$441,570",01/01/1979,2015,625,1,3,3,400 BROOKHURST DR,75218,TX,DALLAS
21/06/2019,"$241,330",01/01/1979,2015,613,1,4,2,1200 LAUSANNE AVE,75208,TX,DALLAS
13/08/2019,"$332,840",01/01/1979,2015,713,1,3,2,9700 TWIN CREEK CIR,75228,TX,DALLAS
08/07/2019,"$427,530",01/01/1979,2015,567,1,3,2,7000 IRONGATE LN,75214,TX,DALLAS
20/06/2019,"$577,780",01/01/1978,2015,960,1,4,3,400 ALLISON DR,75208,TX,DALLAS
11/06/2019,"$220,090",01/01/1977,2015,597,1,3,2,200 PAGE AVE,75203,TX,DALLAS
05/08/2019,"$501,520",01/01/1977,2015,1177,3,4,3,4701 COYOTE TRL,75227,TX,DALLAS
06/08/2019,"$177,250",01/01/1977,2015,335,1,2,1,9902 CHILMARK WAY,75227,TX,DALLAS
03/07/2019,"$245,080",01/01/1977,2015,448,1,3,2,3500 JENNY DALE DR,75212,TX,DALLAS
27/06/2019,"$1,182,570",01/01/1976,2015,527,1,3,2,101 ALBROOK DR,75211,TX,DALLAS
04/07/2019,"$428,470",01/01/1976,2015,716,1,5,3,6901 BUCKNELL DR,75214,TX,DALLAS
21/07/2019,"$177,850",01/01/1976,2015,427,1,3,2,100 CREEK COVE DR,75217,TX,DALLAS
10/06/2019,"$628,330",01/01/1976,2015,640,1,4,2,2101 MINEHAMPTON LN,75201,TX,DALLAS
02/07/2019,"$377,230",01/01/1975,2015,500,1,3,2,6101 RIDAN LN,75211,TX,DALLAS
21/06/2019,"$400,510",01/01/1974,2015,875,2,3,3,900 STEVENS WOODS CT,75208,TX,DALLAS
28/06/2019,"$469,840",01/01/1973,2015,561,1,3,2,400 COOMBS CREEK DR,75211,TX,DALLAS
18/06/2019,"$550,120",01/01/1973,2015,1113,2,7,4,5701 SKILLMAN ST,75206,TX,DALLAS
13/06/2019,"$296,200",01/01/1973,2015,738,1,2,2,4828 ALCOTT ST,75204,TX,DALLAS
10/07/2019,"$533,450",01/01/1972,2015,1308,2,4,3,5700 JARVIS CIR,75215,TX,DALLAS
28/06/2019,"$237,600",01/01/1972,2015,585,1,4,3,5408 PREAKNESS LN,75211,TX,DALLAS
08/08/2019,"$607,200",01/01/1971,2015,890,1,4,3,3500 ALTURA AVE,75228,TX,DALLAS
02/07/2019,"$328,220",01/01/1970,2015,585,2,3,1,1001 GALLANT FOX DR,75211,TX,DALLAS
11/06/2019,"$1,137,920",01/01/1970,2015,1073,1,4,3,220 CORINTH STREET RD,75203,TX,DALLAS
26/06/2019,"$971,420",01/01/1965,2015,896,1,4,3,4900 SUSAN ST,75211,TX,DALLAS
31/07/2019,"$775,780",01/01/1955,2015,878,1,4,3,2301 TOLUCA AVE,75224,TX,DALLAS
17/06/2019,"$772,630",01/01/1952,2015,591,1,3,2,5901 AUBURNDALE AVE,75205,TX,DALLAS
11/06/2019,"$615,810",01/01/1951,2015,652,1,4,2,200 JERDEN LN,75203,TX,DALLAS
09/07/2019,"$867,180",01/01/1945,2015,686,2,3,2,1000 BELLEVIEW ST,75215,TX,DALLAS
25/07/2019,"$334,950",01/01/1943,2015,527,1,3,2,9400 TARLETON ST,75218,TX,DALLAS
25/06/2019,"$520,980",01/01/1942,2015,869,2,4,4,5415 CARUTH BLVD,75209,TX,DALLAS
23/07/2019,"$827,760",01/01/1939,2015,1195,2,4,4,8601 GALEN LN,75217,TX,DALLAS
04/07/2019,"$701,490",01/01/1930,2015,741,2,4,3,4051 LA REUNION PKWY,75212,TX,DALLAS
13/08/2019,"$1,052,360",01/01/1925,2015,735,2,4,3,8901 LINDARO LN,75228,TX,DALLAS
02/07/2019,"$690,610",01/01/1914,2015,948,2,4,3,1900 VIERA PLZ,75211,TX,DALLAS
28/06/2019,"$480,770",01/01/1913,2015,445,2,3,1,400 STARETTA LN,75211,TX,DALLAS
18/07/2019,"$539,320",01/01/1909,2015,463,1,3,1,600 CEDARCLIFF DR,75217,TX,DALLAS
29/07/2019,"$363,720",01/01/1909,2015,445,2,2,2,5100 PALOMAR LN,75229,TX,DALLAS
05/08/2019,"$410,030",01/01/1908,2015,924,2,5,3,4700 WILBURTON DR,75227,TX,DALLAS
08/08/2019,"$1,758,320",01/01/1907,2015,738,2,3,2,11801 LA FONDA BLVD,75228,TX,DALLAS
18/07/2019,"$287,800",01/01/1906,2015,607,1,3,2,901 PLEASANT WOODS DR,75217,TX,DALLAS
01/08/2019,"$526,670",01/01/1906,2015,600,2,5,2,100 CROWDUS ST,75226,TX,DALLAS
12/06/2019,"$707,120",01/01/1905,2015,856,2,4,3,1601 KENT ST,75203,TX,DALLAS
18/06/2019,"$799,950",01/01/1904,2015,957,3,6,3,1811 GREENVILLE AVE,75206,TX,DALLAS
01/08/2019,"$503,340",01/01/1904,2015,500,2,4,1,3901 LOVERS LANE CIR,75225,TX,DALLAS
12/08/2019,"$777,010",01/01/1984,2014,1311,2,4,3,10101 PLUMMER DR,75228,TX,DALLAS
05/08/2019,"$481,140",01/01/1984,2014,768,2,4,3,8016 CHARIOT DR,75227,TX,DALLAS
27/06/2019,"$607,280",01/01/1984,2014,869,1,4,3,600 REVERCHON DR,75211,TX,DALLAS
18/07/2019,"$477,360",01/01/1983,2014,506,1,3,2,9500 MACOMBA CT,75217,TX,DALLAS
06/08/2019,"$207,340",01/01/1983,2014,381,1,3,2,3501 PAMPAS CREEK DR,75227,TX,DALLAS
12/08/2019,"$170,970",01/01/1982,2014,341,1,2,1,10101 PINECREST DR,75228,TX,DALLAS
01/08/2019,"$344,940",01/01/1982,2014,582,1,3,2,215 WALTON ST,75226,TX,DALLAS
05/08/2019,"$530,560",01/01/1981,2014,655,2,4,2,5700 MARVIEW LN,75227,TX,DALLAS
24/06/2019,"$305,500",01/01/1981,2014,527,1,3,2,5300 ROCK CLIFF PL,75209,TX,DALLAS
08/07/2019,"$420,990",01/01/1981,2014,573,1,3,2,6601 COUNTRY CLUB CIR,75214,TX,DALLAS
28/07/2019,"$431,280",01/01/1981,2014,448,1,3,2,3400 BOGATA BLVD,75220,TX,DALLAS
12/08/2019,"$385,110",01/01/1981,2014,381,1,2,1,10801 CASSANDRA WAY,75228,TX,DALLAS
15/07/2019,"$308,560",01/01/1980,2014,338,2,2,2,4601 WADSWORTH DR,75216,TX,DALLAS
08/07/2019,"$962,670",01/01/1980,2014,1439,2,4,3,700 GLENDALE ST,75214,TX,DALLAS
12/06/2019,"$352,920",01/01/1980,2014,347,1,3,1,1801 SUSSEX AVE,75203,TX,DALLAS
18/06/2019,"$90,130",01/01/1975,2014,268,1,2,1,3700 GLENCOE ST,75206,TX,DALLAS
30/07/2019,"$588,130",01/01/1975,2014,899,1,4,3,501 HOEL DR,75224,TX,DALLAS
02/07/2019,"$295,990",01/01/1974,2014,1052,1,4,3,4700 MIRADERO ST,75211,TX,DALLAS
26/06/2019,"$257,550",01/01/1973,2014,341,1,3,2,5401 GOODMAN ST,75211,TX,DALLAS
25/07/2019,"$363,280",01/01/1973,2014,762,1,5,2,8600 DAYTONIA AVE,75218,TX,DALLAS
24/06/2019,"$604,420",01/01/1971,2014,1036,2,5,2,4601 SHADYWOOD LN,75209,TX,DALLAS
20/06/2019,"$300,170",01/01/1971,2014,530,1,3,2,5100 SPRINGMEADOW DR,75229,TX,DALLAS
13/08/2019,"$412,190",01/01/1964,2014,686,1,4,2,8601 WESTGLEN DR,75228,TX,DALLAS
24/07/2019,"$202,770",01/01/1963,2014,372,1,3,2,10400 KOKO HEAD CIR,75218,TX,DALLAS
06/07/2019,"$246,430",01/01/1961,2014,619,1,3,2,7501 KIMBERLY LN,75214,TX,DALLAS
06/08/2019,"$600,100",01/01/1961,2014,939,1,5,2,9000 TAMPAS LN,75227,TX,DALLAS
14/08/2019,"$287,200",01/01/1960,2014,628,1,4,2,3201 LIGHT POINT DR,75228,TX,DALLAS
01/07/2019,"$276,560",01/01/1960,2014,387,1,3,1,4400 LAS HACIENDAS DR,75211,TX,DALLAS
29/07/2019,"$365,420",01/01/1960,2014,503,1,4,2,3901 BOWIE LN,75220,TX,DALLAS
03/07/2019,"$601,200",01/01/1960,2014,826,1,4,2,2501 TAN OAK DR,75212,TX,DALLAS
13/08/2019,"$302,510",01/01/1959,2014,384,1,3,1,9600 TALINA DR,75228,TX,DALLAS
05/08/2019,"$264,590",01/01/1959,2014,454,1,4,2,7100 TERESITA TRL,75227,TX,DALLAS
08/08/2019,"$242,030",01/01/1959,2014,524,1,3,2,7501 DAINGERFIELD DR,75227,TX,DALLAS
12/06/2019,"$211,430",01/01/1959,2014,491,1,3,2,3535 TRAVIS ST,75204,TX,DALLAS
12/08/2019,"$301,910",01/01/1958,2014,695,1,4,3,10901 STRAYHORN DR,75228,TX,DALLAS
05/08/2019,"$561,440",01/01/1957,2014,668,2,3,2,5200 FREESTONE CIR,75227,TX,DALLAS
11/07/2019,"$806,840",01/01/1957,2014,1436,1,5,3,2400 OZONA ST,75216,TX,DALLAS
30/07/2019,"$452,870",01/01/1955,2014,744,1,4,3,3501 OSAGE CIR,75223,TX,DALLAS
29/07/2019,"$505,080",01/01/1954,2014,421,1,3,2,3501 POQUITA DR,75220,TX,DALLAS
01/08/2019,"$236,950",01/01/1953,2014,448,1,4,1,1201 BIG TOWN BLVD,75227,TX,DALLAS
05/08/2019,"$573,500",01/01/1952,2014,646,1,3,2,5700 WINDING WOODS TRL,75227,TX,DALLAS
11/06/2019,"$314,750",01/01/1952,2014,469,1,4,2,2001 8TH ST,75203,TX,DALLAS
21/07/2019,"$354,070",01/01/1950,2014,515,1,4,2,3500 FLAXLEY DR,75229,TX,DALLAS
02/07/2019,"$802,830",01/01/1950,2014,860,1,4,3,5956 MOUNTAIN VALLEY LN,75211,TX,DALLAS
24/07/2019,"$327,300",01/01/1949,2014,655,2,4,1,4100 WALNUT GLEN PL,75229,TX,DALLAS
21/07/2019,"$164,950",01/01/1949,2014,256,2,2,1,10300 CRITTENDON DR,75229,TX,DALLAS
07/07/2019,"$456,470",01/01/1948,2014,396,1,2,1,6400 SUNNYLAND LN,75214,TX,DALLAS
07/07/2019,"$432,560",01/01/1947,2014,332,1,2,1,6600 YOSEMITE LN,75214,TX,DALLAS
25/07/2019,"$451,340",01/01/1947,2014,472,1,3,2,10500 MAPLEGROVE LN,75218,TX,DALLAS
25/06/2019,"$379,270",01/01/1946,2014,372,1,2,1,2101 LAGOW ST,75210,TX,DALLAS
23/07/2019,"$255,920",01/01/1945,2014,692,2,4,2,10850 MULBERRY ST,75217,TX,DALLAS
06/08/2019,"$478,240",01/01/1945,2014,914,1,4,3,3501 GLOVER PASS,75227,TX,DALLAS
28/07/2019,"$450,710",01/01/1933,2014,582,1,4,3,2200 VAGAS ST,75219,TX,DALLAS
20/06/2019,"$466,200",01/01/1922,2014,479,1,3,2,301 EVERGREEN HILLS RD,75208,TX,DALLAS
14/06/2019,"$276,810",01/01/1920,2014,475,1,3,2,1300 PALM CANYON DR,75204,TX,DALLAS
02/07/2019,"$535,690",01/01/1919,2014,762,2,4,3,4700 LA RUE ST,75211,TX,DALLAS
11/06/2019,"$488,470",01/01/1905,2014,485,2,3,2,1601 AVENUE B,75203,TX,DALLAS
24/06/2019,"$287,130",01/01/1982,2013,296,2,1,2,3700 SHORECREST DR,75209,TX,DALLAS
12/08/2019,"$406,800",01/01/1980,2013,783,1,4,2,10801 DUNAWAY DR,75228,TX,DALLAS
20/06/2019,"$193,490",01/01/1970,2013,387,1,3,1,601 HARVEY,75208,TX,DALLAS
20/06/2019,"$205,150",01/01/1970,2013,585,1,4,2,1700 WINNETKA AVE,75208,TX,DALLAS
08/08/2019,"$290,140",01/01/1970,2013,509,1,3,1,2100 BERGSTROM DR,75227,TX,DALLAS
28/06/2019,"$135,650",01/01/1968,2013,390,1,3,1,3300 BURLINGDELL AVE,75211,TX,DALLAS
13/06/2019,"$535,210",01/01/1967,2013,539,1,3,1,2800 GUILLOT ST,75204,TX,DALLAS
25/06/2019,"$222,410",01/01/1967,2013,564,1,3,2,5301 AUTUMNBROOK CT,75209,TX,DALLAS
27/06/2019,"$246,700",01/01/1967,2013,555,1,4,2,101 CAVENDER ST,75211,TX,DALLAS
05/08/2019,"$494,360",01/01/1967,2013,683,1,4,2,4700 CHILTON DR,75227,TX,DALLAS
07/07/2019,"$440,240",01/01/1966,2013,774,1,4,3,6800 CHARADE DR,75214,TX,DALLAS
13/06/2019,"$540,970",01/01/1966,2013,622,1,4,2,3500 ALONZO PL,75204,TX,DALLAS
28/06/2019,"$982,240",01/01/1965,2013,1195,1,4,3,5001 SPRUCE ST,75211,TX,DALLAS
19/06/2019,"$216,260",01/01/1965,2013,402,1,2,1,101 LESLIE ST,75207,TX,DALLAS
07/08/2019,"$256,550",01/01/1963,2013,814,1,4,2,2800 CLIFFSIDE DR,75227,TX,DALLAS
01/08/2019,"$237,770",01/01/1963,2013,658,1,3,2,2000 BOURBON ST,75226,TX,DALLAS
08/07/2019,"$193,180",01/01/1963,2013,408,1,3,2,2200 CECILLE ST,75214,TX,DALLAS
24/06/2019,"$309,940",01/01/1962,2013,454,1,3,1,8200 MARICOPA ST,75209,TX,DALLAS
25/07/2019,"$972,620",01/01/1962,2013,789,2,3,3,900 BRIDGET LN,75218,TX,DALLAS
14/07/2019,"$266,060",01/01/1960,2013,326,1,2,1,4501 YANCY ST,75216,TX,DALLAS
28/07/2019,"$406,170",01/01/1959,2013,610,1,3,1,9800 MEADOWBROOK DR,75220,TX,DALLAS
31/07/2019,"$576,170",01/01/1958,2013,1149,1,5,3,3533 CRIPPLE CREEK DR,75224,TX,DALLAS
21/07/2019,"$419,550",01/01/1958,2013,789,1,4,3,600 WOODMONT DR,75217,TX,DALLAS
21/07/2019,"$295,410",01/01/1958,2013,576,1,3,2,7700 RILLA AVE,75217,TX,DALLAS
20/06/2019,"$343,430",01/01/1958,2013,756,1,4,2,1622 HANDLEY DR,75208,TX,DALLAS
05/08/2019,"$302,940",01/01/1950,2013,326,1,2,1,4101 CINNABAR DR,75227,TX,DALLAS
28/06/2019,"$300,770",01/01/1949,2013,445,1,2,1,3101 OUIDA AVE,75211,TX,DALLAS
18/06/2019,"$226,150",01/01/1948,2013,369,1,3,1,4501 PRENTICE ST,75206,TX,DALLAS
07/08/2019,"$896,250",01/01/1948,2013,671,1,4,2,10200 CAROLINA OAKS DR,75227,TX,DALLAS
31/07/2019,"$440,110",01/01/1948,2013,594,2,4,2,2801 O BANNON DR,75224,TX,DALLAS
07/08/2019,"$301,830",01/01/1948,2013,332,1,2,1,9600 BLUFFCREEK DR,75227,TX,DALLAS
15/07/2019,"$307,180",01/01/1948,2013,411,2,4,1,4600 YEWPON AVE,75216,TX,DALLAS
04/07/2019,"$751,720",01/01/1947,2013,555,1,3,2,3900 BASTILLE RD,75212,TX,DALLAS
14/06/2019,"$252,670",01/01/1946,2013,381,1,3,1,5800 GRASSMERE LN,75205,TX,DALLAS
25/06/2019,"$331,930",01/01/1945,2013,549,1,4,3,2800 LE CLERC AVE,75210,TX,DALLAS
20/06/2019,"$843,450",01/01/1945,2013,945,1,4,2,600 FINLEY CT,75208,TX,DALLAS
26/06/2019,"$252,790",01/01/1945,2013,405,1,2,1,3500 CAUTHORN DR,75210,TX,DALLAS
28/06/2019,"$607,010",01/01/1945,2013,497,1,3,1,3100 DAWES DR,75211,TX,DALLAS
19/06/2019,"$405,260",01/01/1945,2013,277,1,2,1,5500 LINDELL AVE,75206,TX,DALLAS
22/07/2019,"$320,580",01/01/1930,2013,280,2,3,1,100 SEAGOVILLE RD,75217,TX,DALLAS
06/08/2019,"$310,260",01/01/1930,2013,369,2,3,1,3900 MCNEIL ST,75227,TX,DALLAS
24/07/2019,"$850,890",01/01/1930,2013,524,2,2,2,10701 CLEARBROOK LN,75218,TX,DALLAS
10/06/2019,"$660,570",01/01/1927,2013,500,1,4,1,201 TILDEN ST,75203,TX,DALLAS
30/07/2019,"$576,330",01/01/1927,2013,579,2,3,2,2700 SAMUELL BLVD,75223,TX,DALLAS
23/07/2019,"$466,080",01/01/1927,2013,491,1,3,2,8500 OAK HAVEN LN,75217,TX,DALLAS
11/06/2019,"$476,050",01/01/1927,2013,1088,2,6,3,200 STELLARIGA PL,75203,TX,DALLAS
13/08/2019,"$483,160",01/01/1925,2013,381,1,2,1,1500 KILTARTAN DR,75228,TX,DALLAS
31/07/2019,"$367,890",01/01/1925,2013,765,2,5,2,5800 DESCO DR,75225,TX,DALLAS
31/07/2019,"$258,720",01/01/1923,2013,323,1,2,1,5901 BONNARD DR,75230,TX,DALLAS
19/06/2019,"$526,640",01/01/1922,2013,555,2,3,2,1501 WYCLIFF AVE,75207,TX,DALLAS
28/06/2019,"$596,610",01/01/1922,2013,338,1,2,2,4400 GINGER AVE,75211,TX,DALLAS
14/06/2019,"$587,210",01/01/1984,2012,765,2,4,3,7001 PRESTON RD,75205,TX,DALLAS
21/06/2019,"$365,300",01/01/1983,2012,567,2,3,2,1301 PLYMOUTH RD,75208,TX,DALLAS
10/06/2019,"$834,370",01/01/1980,2012,689,2,4,3,2401 TAYLOR ST,75201,TX,DALLAS
25/06/2019,"$640,800",01/01/1980,2012,704,2,4,3,7201 CAILLET ST,75209,TX,DALLAS
31/07/2019,"$453,890",01/01/1970,2012,902,2,5,3,5800 LUPTON DR,75225,TX,DALLAS
29/07/2019,"$401,050",01/01/1970,2012,957,1,3,3,5100 DEL ROY DR,75229,TX,DALLAS
28/07/2019,"$327,480",01/01/1969,2012,378,1,3,1,3601 ROCKDALE DR,75220,TX,DALLAS
14/08/2019,"$307,630",01/01/1969,2012,460,1,3,1,2901 LEESHIRE DR,75228,TX,DALLAS
25/07/2019,"$426,480",01/01/1969,2012,582,1,3,2,1500 STEVENS ST,75218,TX,DALLAS
10/07/2019,"$270,580",01/01/1969,2012,533,1,3,1,2625 EXLINE ST,75215,TX,DALLAS
24/07/2019,"$581,480",01/01/1968,2012,686,1,4,2,10300 BEL AIRE DR,75218,TX,DALLAS
24/06/2019,"$466,600",01/01/1968,2012,518,1,3,2,8901 DEVONSHIRE DR,75209,TX,DALLAS
03/07/2019,"$465,830",01/01/1968,2012,1341,1,6,3,4000 SOLOMAN DR,75212,TX,DALLAS
26/06/2019,"$330,280",01/01/1967,2012,415,1,3,1,5100 AUDREY ST,75210,TX,DALLAS
12/06/2019,"$185,780",01/01/1967,2012,509,1,4,1,3501 ROCK CREEK DR,75204,TX,DALLAS
26/06/2019,"$258,310",01/01/1967,2012,668,1,3,3,1300 CHALK HILL RD,75211,TX,DALLAS
03/07/2019,"$601,050",01/01/1967,2012,539,1,3,2,4000 VINE MAPLE PL,75212,TX,DALLAS
07/07/2019,"$956,140",01/01/1967,2012,981,2,3,2,4500 ROCKAWAY DR,75214,TX,DALLAS
31/07/2019,"$301,340",01/01/1967,2012,564,1,3,2,1101 HOKE SMITH DR,75224,TX,DALLAS
17/07/2019,"$601,370",01/01/1967,2012,887,1,5,3,9600 OAK GATE LN,75217,TX,DALLAS
23/07/2019,"$182,850",01/01/1967,2012,680,2,3,2,1601 KEY BISCAYNE DR,75217,TX,DALLAS
09/07/2019,"$299,790",01/01/1967,2012,238,1,1,1,1701 NOVELA WAY,75215,TX,DALLAS
24/06/2019,"$445,090",01/01/1966,2012,604,1,3,2,4201 AERO DR,75209,TX,DALLAS
06/08/2019,"$1,081,850",01/01/1966,2012,1231,2,3,3,9400 GOSSAGE LN,75227,TX,DALLAS
07/07/2019,"$367,280",01/01/1966,2012,500,1,3,2,6500 BLUE VALLEY LN,75214,TX,DALLAS
18/06/2019,"$227,480",01/01/1966,2012,451,1,3,2,5710 MORNINGSIDE AVE,75206,TX,DALLAS
28/06/2019,"$465,610",01/01/1966,2012,786,1,4,3,4532 MARCELL AVE,75211,TX,DALLAS
07/06/2019,"$641,610",01/01/1948,2012,527,2,4,2,2900 MONTERREY PLZ,75201,TX,DALLAS
26/06/2019,"$453,730",01/01/1948,2012,561,1,4,2,5301 HILDEBRAND ST,75211,TX,DALLAS
26/06/2019,"$266,330",01/01/1946,2012,436,2,4,1,3100 WALDROP DR,75229,TX,DALLAS
10/07/2019,"$466,970",01/01/1946,2012,494,1,3,1,2200 BETHURUM AVE,75215,TX,DALLAS
16/07/2019,"$111,160",01/01/1930,2012,268,1,2,1,1900 HOLCOMB RD,75217,TX,DALLAS
13/07/2019,"$455,310",01/01/1929,2012,460,2,3,1,3301 SOUTHERN OAKS BLVD,75216,TX,DALLAS
06/07/2019,"$1,505,140",01/01/1929,2012,1125,2,4,4,7100 TWIN TREE LN,75214,TX,DALLAS
28/07/2019,"$526,410",01/01/1927,2012,399,1,2,1,9801 BOWMAN BLVD,75220,TX,DALLAS
10/07/2019,"$547,650",01/01/1927,2012,314,1,2,1,2800 FARRAGUT ST,75215,TX,DALLAS
16/07/2019,"$530,500",01/01/1926,2012,543,1,3,2,1300 WHITLEY DR,75217,TX,DALLAS
29/06/2019,"$479,790",01/01/1925,2012,479,2,3,1,3300 SHELLEY BLVD,75211,TX,DALLAS
11/06/2019,"$471,790",01/01/1922,2012,357,1,2,1,401 PECAN DR,75203,TX,DALLAS
24/07/2019,"$380,700",01/01/1910,2012,725,2,3,3,9900 WOODGROVE DR,75218,TX,DALLAS
07/08/2019,"$582,850",01/01/1903,2012,640,2,3,2,8900 ANGLECREST DR,75227,TX,DALLAS
31/07/2019,"$710,400",01/01/1993,2011,1213,3,3,3,3901 LOST CREEK DR,75224,TX,DALLAS
11/07/2019,"$545,740",01/01/1993,2011,664,2,4,3,701 WINTERS ST,75216,TX,DALLAS
14/08/2019,"$567,660",01/01/1993,2011,783,2,3,3,1500 CHENAULT ST,75228,TX,DALLAS
12/08/2019,"$577,500",01/01/1993,2011,762,2,4,3,1601 THALE DR,75228,TX,DALLAS
27/06/2019,$890,01/01/1993,2011,680,2,4,3,2900 SEYMOUR DR,75229,TX,DALLAS
